seed,target,variant,fold,reliability_mode,selected_per_class,selected_n,teacher_positive_rate,mean_selected_confidence,class_support_score,missingness_rate,missingness_factor,reliability_score,adaptation_skipped,entropy_before,entropy_after,positive_rate_before,positive_rate_after,teacher_drift
0,hungary,candidate_no_prior,4,full,47,94,0.37872340425531914,0.9295483827590942,0.7574468085106383,0.001595744680851064,0.9984042553191489,0.70295991844751,False,0.4128437340259552,0.41055548191070557,0.37872340425531914,0.3659574468085106,0.0038375966250896454
0,hungary,candidate_no_prior,5,full,47,94,0.3983050847457627,0.9308176040649414,0.7966101694915254,0.00211864406779661,0.9978813559322034,0.7399277973709282,False,0.4150664210319519,0.41358429193496704,0.3983050847457627,0.3898305084745763,0.003502902342006564
0,hungary,unit_reliability,1,unit,47,94,0.3659574468085106,0.9230107069015503,0.7319148936170212,0.0005319148936170213,0.999468085106383,1.0,False,0.4181784689426422,0.415109246969223,0.3659574468085106,0.3574468085106383,0.0042520868591964245
0,hungary,unit_reliability,2,unit,47,94,0.39574468085106385,0.9312041997909546,0.7914893617021277,0.002127659574468085,0.997872340425532,1.0,False,0.40543925762176514,0.40283095836639404,0.39574468085106385,0.39148936170212767,0.0033522294834256172
0,hungary,unit_reliability,3,unit,47,94,0.3659574468085106,0.9291489124298096,0.7319148936170212,0.002127659574468085,0.997872340425532,1.0,False,0.40734922885894775,0.40467917919158936,0.3659574468085106,0.3574468085106383,0.0034458653535693884
0,hungary,unit_reliability,4,unit,47,94,0.37872340425531914,0.9295483827590942,0.7574468085106383,0.001595744680851064,0.9984042553191489,1.0,False,0.4128437340259552,0.40929579734802246,0.37872340425531914,0.3659574468085106,0.004597632214426994
0,hungary,unit_reliability,5,unit,47,94,0.3983050847457627,0.9308176040649414,0.7966101694915254,0.00211864406779661,0.9978813559322034,1.0,False,0.4150664210319519,0.41261643171310425,0.3983050847457627,0.3855932203389831,0.00408001197502017
0,hungary,no_missingness_factor,1,no_missingness,47,94,0.3659574468085106,0.9230107069015503,0.7319148936170212,0.0005319148936170213,0.999468085106383,0.6755652833492197,False,0.4181784689426422,0.4163946807384491,0.3659574468085106,0.3617021276595745,0.0036942590959370136
0,hungary,no_missingness_factor,2,no_missingness,47,94,0.39574468085106385,0.9312041997909546,0.7914893617021277,0.002127659574468085,0.997872340425532,0.7370382177068833,False,0.40543925762176514,0.40376028418540955,0.39574468085106385,0.39148936170212767,0.0030094613321125507
0,hungary,no_missingness_factor,3,no_missingness,47,94,0.3659574468085106,0.9291489124298096,0.7319148936170212,0.002127659574468085,0.997872340425532,0.680057927395435,False,0.40734922885894775,0.40589138865470886,0.3659574468085106,0.3574468085106383,0.002907564863562584
0,hungary,no_missingness_factor,4,no_missingness,47,94,0.37872340425531914,0.9295483827590942,0.7574468085106383,0.001595744680851064,0.9984042553191489,0.7040834558771012,False,0.4128437340259552,0.4103999137878418,0.37872340425531914,0.3659574468085106,0.004113796167075634
0,hungary,no_missingness_factor,5,no_missingness,47,94,0.3983050847457627,0.9308176040649414,0.7966101694915254,0.00211864406779661,0.9978813559322034,0.7414987693398686,False,0.4150664210319519,0.4134681224822998,0.3983050847457627,0.3898305084745763,0.003741044085472822
0,hungary,no_class_support_factor,1,no_class_support,47,94,0.3659574468085106,0.9230107069015503,0.7319148936170212,0.0005319148936170213,0.999468085106383,0.9225197437595813,False,0.4181784689426422,0.4154055416584015,0.3659574468085106,0.3617021276595745,0.004125995561480522
0,hungary,no_class_support_factor,2,no_class_support,47,94,0.39574468085106385,0.9312041997909546,0.7914893617021277,0.002127659574468085,0.997872340425532,0.9292229142594846,False,0.40543925762176514,0.4030752182006836,0.39574468085106385,0.39148936170212767,0.00326133263297379
0,hungary,no_class_support_factor,3,no_class_support,47,94,0.3659574468085106,0.9291489124298096,0.7319148936170212,0.002127659574468085,0.997872340425532,0.9271719998501717,False,0.40734922885894775,0.4049467146396637,0.3659574468085106,0.3574468085106383,0.00332809379324317
0,hungary,no_class_support_factor,4,no_class_support,47,94,0.37872340425531914,0.9295483827590942,0.7574468085106383,0.001595744680851064,0.9984042553191489,0.9280650608717127,False,0.4128437340259552,0.40955692529678345,0.37872340425531914,0.3659574468085106,0.004487784579396248
0,hungary,no_class_support_factor,5,no_class_support,47,94,0.3983050847457627,0.9308176040649414,0.7966101694915254,0.00211864406779661,0.9978813559322034,0.9288455328698886,False,0.4150664210319519,0.41284501552581787,0.3983050847457627,0.3855932203389831,0.00398933794349432
