seed,target,method,roc_auc,pr_auc,balanced_accuracy,brier,source_roc_auc,source_brier,delta_roc_auc,brier_improvement,negative_adaptation
4,switzerland,pseudo_label_sfda,0.7782608695652173,0.981590143132334,0.6369565217391304,0.1458694543510886,0.7815217391304348,0.1572275310754776,-0.003260869565217428,0.011358076724388988,True
4,switzerland,entropy_sfda,0.7793478260869565,0.9816942735786662,0.6369565217391304,0.1444746611512147,0.7815217391304348,0.1572275310754776,-0.0021739130434782483,0.012752869924262888,True
4,switzerland,reliability_gated_sfda,0.7782608695652175,0.9815129762793642,0.6864130434782609,0.1596236077961784,0.7815217391304348,0.1572275310754776,-0.003260869565217317,-0.0023960767207008016,True
4,va_long_beach,source_only,0.734504540071062,0.8830031965365452,0.6516646927227266,0.1792231053113937,0.734504540071062,0.1792231053113937,0.0,0.0,False
4,va_long_beach,pseudo_label_sfda,0.7343729438083959,0.8824500907869721,0.6516646927227266,0.1741934356727409,0.734504540071062,0.1792231053113937,-0.00013159626266612268,0.005029669638652812,True
4,va_long_beach,entropy_sfda,0.734504540071062,0.8821274095223465,0.6516646927227266,0.1767331503733243,0.734504540071062,0.1792231053113937,0.0,0.0024899549380694164,False
4,va_long_beach,reliability_gated_sfda,0.7342413475457298,0.883141054977482,0.6516646927227266,0.1803927865049267,0.734504540071062,0.1792231053113937,-0.00026319252533224535,-0.001169681193533001,True
5,hungary,source_only,0.8781112003211561,0.8380978577405813,0.7951625853071056,0.1403741240501403,0.8781112003211561,0.1403741240501403,0.0,0.0,False
5,hungary,pseudo_label_sfda,0.8766559614612605,0.8371547160989912,0.8043456443195505,0.1388373484090942,0.8781112003211561,0.1403741240501403,-0.0014552388598956245,0.0015367756410460953,True
5,hungary,entropy_sfda,0.8748494580489764,0.8347155428782068,0.8102669610598154,0.1367028744603556,0.8781112003211561,0.1403741240501403,-0.0032617422721796796,0.0036712495897847086,True
5,hungary,reliability_gated_sfda,0.8778101164191089,0.8378610707026583,0.7951625853071056,0.1403882894407757,0.8781112003211561,0.1403741240501403,-0.0003010839020471945,-1.416539063539557e-05,True
5,switzerland,source_only,0.7684782608695653,0.9802960382961952,0.65,0.1514216810464859,0.7684782608695653,0.1514216810464859,0.0,0.0,False
5,switzerland,pseudo_label_sfda,0.7673913043478261,0.9801874512310864,0.5875,0.1500582660591627,0.7684782608695653,0.1514216810464859,-0.0010869565217391797,0.0013634149873232027,True
5,switzerland,entropy_sfda,0.7684782608695653,0.9804819547405316,0.5875,0.1473849823712766,0.7684782608695653,0.1514216810464859,0.0,0.00403669867520931,False
5,switzerland,reliability_gated_sfda,0.767391304347826,0.9801579021548926,0.65,0.1536973168612483,0.7684782608695653,0.1514216810464859,-0.0010869565217392907,-0.0022756358147623945,True
