source,target,seed,fold,adapt_n,test_n,target_n,mean_classifier_discrepancy,centroid_distance,positive_rate_before,positive_rate_after,entropy_before,entropy_after,probability_drift,mean_dlar_confident_fraction,mean_pseudo_positive_fraction,mean_dlar_loss,mean_lcl_loss,mean_common_neighbors,mean_lcl_pair_count
cleveland,va_long_beach,6,3,160,40,160,0.02336435578763485,0.650115430355072,0.71875,0.706250011920929,0.6051676869392395,0.6012115478515625,0.005331943277269602,0.28125001192092897,0.581250011920929,0.4410817503929138,0.9440228402614593,1.8181250000000002,290.9
cleveland,va_long_beach,6,4,160,40,160,0.0233224518597126,0.6617774367332458,0.731249988079071,0.7125000357627869,0.6038236021995544,0.6000191569328308,0.005209931638091803,0.2900000035762787,0.5625,0.44631850719451904,0.9757947564125061,1.8350000000000002,293.6
cleveland,va_long_beach,6,5,160,40,160,0.02358817122876644,0.6997216939926147,0.6812500357627869,0.6625000238418579,0.6072441339492798,0.6032690405845642,0.005627573933452368,0.27500001192092893,0.5625,0.433390873670578,0.9683225452899933,1.8418750000000004,294.7
cleveland,hungary,7,1,235,59,235,0.04807891696691513,1.2866593599319458,0.35319146513938904,0.34893617033958435,0.5606441497802734,0.5525575280189514,0.007765850983560085,0.17446808516979218,0.36595743894577026,0.34003028869628904,0.8528939366340638,1.9327659574468086,454.2
cleveland,hungary,7,2,235,59,235,0.04801788181066513,1.4266726970672607,0.3914893567562103,0.3914893567562103,0.550855815410614,0.5427584648132324,0.007146201096475124,0.1872340440750122,0.3999999761581421,0.33113096952438353,0.8321375131607056,1.9523404255319146,458.8
cleveland,hungary,7,3,235,59,235,0.04953077808022499,1.3664482831954956,0.3446808457374573,0.3404255211353302,0.5528735518455505,0.544472336769104,0.007929769344627857,0.17446808516979218,0.35319146513938904,0.33503015637397765,0.8604940176010132,2.0148936170212766,473.5
cleveland,hungary,7,4,235,59,235,0.048103492707014084,1.4182038307189941,0.35319146513938904,0.34893617033958435,0.5518457889556885,0.5434874296188354,0.008093306794762611,0.1914893537759781,0.3617021143436432,0.3304563820362091,0.8175859570503234,1.9595744680851062,460.5
cleveland,hungary,7,5,236,58,236,0.04631824791431427,1.3773196935653687,0.37711864709854126,0.37288135290145874,0.5564398765563965,0.5486307740211487,0.007557817734777927,0.18644068241119385,0.3855932354927063,0.34203365445137024,0.8310142934322358,1.946186440677966,459.3
cleveland,switzerland,7,1,98,25,98,0.025383781641721725,1.0794222354888916,0.7448979616165161,0.7346938848495483,0.5605272650718689,0.5557284951210022,0.005364667158573866,0.302040821313858,0.5612244606018066,0.40051501989364624,1.262699544429779,2.710204081632653,265.6
cleveland,switzerland,7,2,98,25,98,0.027109650894999504,1.0571510791778564,0.7346938848495483,0.7244898080825806,0.5651474595069885,0.5597800612449646,0.0059541561640799046,0.32857142090797425,0.5734693527221679,0.393412584066391,1.0626835584640504,2.3448979591836734,229.8
cleveland,switzerland,7,3,98,25,98,0.0246160626411438,0.9150128960609436,0.714285671710968,0.7040815949440002,0.5831376314163208,0.5785380601882935,0.005753699690103531,0.32040815949440005,0.5408163070678711,0.41771703362464907,1.205154299736023,2.477551020408163,242.8
cleveland,switzerland,7,4,99,24,99,0.0276503786444664,1.0720577239990234,0.6969696879386902,0.6868686676025391,0.5697005391120911,0.5648519992828369,0.006012352649122477,0.29090908765792844,0.5454545617103577,0.39942759871482847,1.1877568125724793,2.587878787878788,256.2
cleveland,switzerland,7,5,99,24,99,0.02782418578863144,1.1089204549789429,0.7272727489471436,0.7272727489471436,0.5603980422019958,0.5551660656929016,0.006042436696588993,0.3111111044883728,0.5656565427780151,0.39171340465545657,1.1440415501594543,2.567676767676768,254.2
cleveland,va_long_beach,7,1,160,40,160,0.02556530572474003,1.1506128311157227,0.675000011920929,0.65625,0.5587149858474731,0.5533280372619629,0.006396876182407141,0.3799999952316284,0.543749988079071,0.3891562640666962,0.9801708161830902,2.1725,347.6
cleveland,va_long_beach,7,2,160,40,160,0.02330671064555645,1.0361402034759521,0.7125000357627869,0.6937500238418579,0.5633236169815063,0.5583269000053406,0.006214007269591093,0.3600000083446503,0.5612500071525574,0.4019454002380371,0.9389447867870331,2.005,320.8
cleveland,va_long_beach,7,3,160,40,160,0.02302399091422558,1.0378427505493164,0.7250000238418579,0.699999988079071,0.5621702075004578,0.5576919913291931,0.005911733489483595,0.3475000083446503,0.543749988079071,0.41711204648017886,0.9221407353878022,2.0675,330.8
cleveland,va_long_beach,7,4,160,40,160,0.02439037337899208,1.106828212738037,0.7125000357627869,0.6875,0.5568995475769043,0.5522550940513611,0.005960093345493078,0.3425000011920929,0.543749988079071,0.4116037547588348,0.9282079577445984,2.0862499999999997,333.8
cleveland,va_long_beach,7,5,160,40,160,0.024418620392680168,1.1195542812347412,0.675000011920929,0.643750011920929,0.5630623698234558,0.5582172274589539,0.00632249703630805,0.3487500011920929,0.53125,0.4020374000072479,0.9809635698795318,2.170625,347.3
cleveland,hungary,8,1,235,59,235,0.02759665995836258,1.7812474966049194,0.3617021143436432,0.3574467897415161,0.4999430477619171,0.4899837374687195,0.00724290544167161,0.22638297379016875,0.3914893567562103,0.29583990573883057,0.6571074247360229,1.7638297872340427,414.5
cleveland,hungary,8,2,235,59,235,0.02688339725136757,1.9392173290252686,0.3957446813583374,0.3914893567562103,0.48881006240844727,0.47813680768013,0.00745428865775466,0.2144680768251419,0.4127659499645233,0.28224438428878784,0.6675636053085328,1.897872340425532,446.0
cleveland,hungary,8,3,235,59,235,0.02795513905584812,1.9010989665985107,0.3617021143436432,0.3617021143436432,0.4883077144622803,0.4782683551311493,0.006894533522427082,0.24765956699848174,0.3957446813583374,0.288868910074234,0.6868149936199188,1.882553191489362,442.4
cleveland,hungary,8,4,235,59,235,0.027505546808242798,1.9050848484039307,0.3744680881500244,0.37021276354789734,0.49280717968940735,0.48267772793769836,0.00743346381932497,0.2408510535955429,0.3914893567562103,0.2885426640510559,0.6813018560409546,1.920851063829787,451.4
cleveland,hungary,8,5,236,58,236,0.027513952925801277,1.910224437713623,0.39406779408454895,0.39406779408454895,0.4932752847671509,0.4835742115974426,0.0070569575764238834,0.2618643999099731,0.41101694107055664,0.2905959188938141,0.6987640798091889,1.9707627118644069,465.1
cleveland,switzerland,8,1,98,25,98,0.025243515148758888,1.3598352670669556,0.7857142686843872,0.7857142686843872,0.502569317817688,0.49492955207824707,0.005706381984055042,0.3000000059604645,0.6326530575752258,0.3548628330230713,0.8675345122814179,2.240816326530612,219.6
cleveland,switzerland,8,2,98,25,98,0.026533517986536026,1.3482286930084229,0.7653061151504517,0.7653061151504517,0.5085183382034302,0.5009433627128601,0.00587368244305253,0.27755101323127745,0.6142857193946838,0.35768715143203733,0.8720061779022217,2.1816326530612242,213.8
cleveland,switzerland,8,3,98,25,98,0.02573767490684986,1.1291099786758423,0.7653061151504517,0.7653061151504517,0.5310224890708923,0.5245150923728943,0.005510806106030941,0.32040815949440005,0.6020408272743225,0.38471822142601014,0.9983817040920258,2.352040816326531,230.5
cleveland,switzerland,8,4,99,24,99,0.025916965678334236,1.354828953742981,0.747474730014801,0.747474730014801,0.5140310525894165,0.5066952705383301,0.005837169475853443,0.2707070767879486,0.6060606241226196,0.35844101309776305,0.969288295507431,2.384848484848485,236.1
cleveland,switzerland,8,5,99,24,99,0.025458715856075287,1.4025217294692993,0.7575757503509521,0.7575757503509521,0.5015387535095215,0.49322929978370667,0.006199651397764683,0.29494949579238894,0.6262626051902771,0.3442040979862213,0.9337607681751251,2.336363636363636,231.3
cleveland,va_long_beach,8,1,160,40,160,0.02230224944651127,1.4723683595657349,0.762499988079071,0.7562500238418579,0.5085620880126953,0.5030420422554016,0.0053140269592404366,0.23500000536441804,0.5425000190734863,0.3909948945045471,0.8385863304138184,2.1243749999999997,339.9
cleveland,va_long_beach,8,2,160,40,160,0.023691747337579727,1.3194780349731445,0.793749988079071,0.793749988079071,0.5129926800727844,0.5083566904067993,0.004650578834116459,0.25375000536441805,0.5512500166893005,0.41889589428901675,0.8562670409679413,2.1625,346.0
cleveland,va_long_beach,8,3,160,40,160,0.02332729659974575,1.3297206163406372,0.793749988079071,0.7875000238418579,0.5102704167366028,0.5056479573249817,0.004766400437802076,0.2500000029802322,0.5562500357627869,0.41469170451164244,0.8227751016616821,2.1293750000000005,340.7
cleveland,va_long_beach,8,4,160,40,160,0.022010114043951035,1.384683609008789,0.793749988079071,0.7875000238418579,0.5062853693962097,0.5018590092658997,0.004937275778502226,0.2524999976158142,0.550000011920929,0.4136520326137543,0.7950915575027466,2.080625,332.9
cleveland,va_long_beach,8,5,160,40,160,0.02339058183133602,1.4290456771850586,0.7562500238418579,0.75,0.5134013295173645,0.5086156725883484,0.005137908738106489,0.25750000178813937,0.5212500214576721,0.4103748619556427,0.8238781869411469,2.1825,349.2
cleveland,hungary,9,1,235,59,235,0.01646001636981964,1.4060003757476807,0.3446808457374573,0.3446808457374573,0.5288413166999817,0.5194726586341858,0.007110083010047674,0.3804255247116089,0.35319146513938904,0.3019824206829071,0.6235875070095063,1.5302127659574467,359.6
cleveland,hungary,9,2,235,59,235,0.017652422189712524,1.5370253324508667,0.38723403215408325,0.38723403215408325,0.5190526247024536,0.5093806982040405,0.007186282891780138,0.3906382918357849,0.38723403215408325,0.2937005639076233,0.6986350536346435,1.7689361702127662,415.7
cleveland,hungary,9,3,235,59,235,0.017456255853176117,1.484369158744812,0.3446808457374573,0.3446808457374573,0.5216484665870667,0.5122883319854736,0.006980278063565493,0.4017021119594574,0.35319146513938904,0.298639053106308,0.7152655065059662,1.7723404255319146,416.5
cleveland,hungary,9,4,235,59,235,0.017292611300945282,1.5274263620376587,0.36595743894577026,0.36595743894577026,0.5206285119056702,0.5112739205360413,0.007110264617949724,0.364255303144455,0.36595743894577026,0.29630695581436156,0.6425751209259033,1.6378723404255318,384.9
cleveland,hungary,9,5,236,58,236,0.017321929335594177,1.5107383728027344,0.37711864709854126,0.37711864709854126,0.523039698600769,0.513640284538269,0.007100146729499102,0.37372881174087524,0.37711864709854126,0.3004764556884766,0.6506357967853547,1.6542372881355931,390.4
cleveland,switzerland,9,1,98,25,98,0.02551983669400215,1.1610859632492065,0.7448979616165161,0.7448979616165161,0.5198493599891663,0.5125755071640015,0.005648182239383459,0.35102038979530337,0.5816326141357422,0.3805746495723724,0.7909972131252289,1.9887755102040816,194.9
cleveland,switzerland,9,2,98,25,98,0.026781924068927765,1.154675006866455,0.7040815949440002,0.7040815949440002,0.5248913168907166,0.5165926814079285,0.006449200678616762,0.3183673441410065,0.5918367505073547,0.36210119128227236,0.9305857598781586,2.169387755102041,212.6
cleveland,switzerland,9,3,98,25,98,0.026142552495002747,0.9912881851196289,0.7040815949440002,0.7040815949440002,0.5465940833091736,0.5401250720024109,0.005645182449370623,0.32857142090797425,0.5612244606018066,0.3953866004943848,0.8626503884792328,1.9408163265306122,190.2
cleveland,switzerland,9,4,99,24,99,0.027005502954125404,1.1388275623321533,0.7070707082748413,0.7070707082748413,0.5328682661056519,0.5257641077041626,0.005880735348910093,0.3252525269985199,0.5656565427780151,0.3845949530601501,0.951051265001297,2.2898989898989903,226.7
cleveland,switzerland,9,5,99,24,99,0.02580064907670021,1.1950758695602417,0.7171717286109924,0.7171717286109924,0.5196658968925476,0.5111969709396362,0.006284314673393965,0.3575757622718811,0.5959596037864685,0.3563243269920349,0.918542206287384,2.211111111111111,218.9
cleveland,va_long_beach,9,1,160,40,160,0.02013087086379528,1.2647547721862793,0.7437500357627869,0.737500011920929,0.518284261226654,0.5135756731033325,0.004865547642111778,0.2987500071525574,0.5149999976158142,0.39999040961265564,0.8773929595947265,2.071875,331.5
cleveland,va_long_beach,9,2,160,40,160,0.02106437087059021,1.1344763040542603,0.78125,0.7750000357627869,0.525122880935669,0.5213890075683594,0.004586115945130587,0.30250000953674316,0.518750011920929,0.4244562745094299,0.8078162729740143,1.946875,311.5
cleveland,va_long_beach,9,3,160,40,160,0.0213064756244421,1.1517831087112427,0.7750000357627869,0.768750011920929,0.5222227573394775,0.518446147441864,0.0043178158812224865,0.2975000083446503,0.518750011920929,0.42732748985290525,0.8395643532276154,2.02375,323.8
cleveland,va_long_beach,9,4,160,40,160,0.020213736221194267,1.2173670530319214,0.78125,0.7750000357627869,0.5161927342414856,0.5121878385543823,0.004378097131848335,0.3050000071525574,0.518750011920929,0.4186741650104523,0.8914515912532807,2.125,340.0
cleveland,va_long_beach,9,5,160,40,160,0.02024642750620842,1.2293517589569092,0.7437500357627869,0.7437500357627869,0.5238949060440063,0.5197839736938477,0.004815628286451101,0.28500001430511473,0.5,0.41303686499595643,0.8044345915317536,1.9625,314.0
hungary,cleveland,0,1,242,61,242,0.02300736866891384,1.4534960985183716,0.3512396514415741,0.3512396514415741,0.5206294059753418,0.5118581056594849,0.006599042564630508,0.39504130482673644,0.41322311758995056,0.31571470499038695,0.6676658451557159,1.6599173553719009,401.7
hungary,cleveland,0,2,242,61,242,0.02215941995382309,1.4266527891159058,0.3429751992225647,0.3429751992225647,0.5230168104171753,0.5138354301452637,0.006993653252720833,0.3561983346939087,0.40909090638160706,0.31751773357391355,0.5988009035587311,1.506611570247934,364.6
hungary,cleveland,0,3,242,61,242,0.02281537838280201,1.4537492990493774,0.3636363446712494,0.3636363446712494,0.5228895545005798,0.5138700008392334,0.0068318466655910015,0.3735536992549896,0.41322311758995056,0.3117996871471405,0.6638149321079254,1.6462809917355372,398.4
hungary,cleveland,0,4,243,60,243,0.021594446152448654,1.4510953426361084,0.3374485373497009,0.3374485373497009,0.5203843116760254,0.51092928647995,0.007186204195022583,0.36296295523643496,0.395061731338501,0.311550235748291,0.6656693577766418,1.6662551440329216,404.9
hungary,cleveland,0,5,243,60,243,0.02237594686448574,1.4397450685501099,0.3539094626903534,0.3539094626903534,0.5245641469955444,0.5152767896652222,0.007046828977763653,0.3555555522441864,0.4156378507614136,0.316534560918808,0.6862343728542328,1.6901234567901233,410.7
hungary,switzerland,0,1,98,25,98,0.022312922403216362,0.9976489543914795,0.5612244606018066,0.5612244606018066,0.5809592604637146,0.5743328928947449,0.007028070278465748,0.21836734414100648,0.5306122303009033,0.3754308342933655,1.0980310082435607,2.3316326530612246,228.5
hungary,switzerland,0,2,98,25,98,0.02311995066702366,0.9552870392799377,0.5714285373687744,0.5612244606018066,0.5859867930412292,0.5793561935424805,0.006992354057729244,0.23061224222183227,0.5510203838348389,0.3807294487953186,1.0935272693634033,2.3653061224489798,231.8
hungary,switzerland,0,3,98,25,98,0.0231795497238636,0.8863787055015564,0.5204081535339355,0.5102040767669678,0.5942409038543701,0.5877446532249451,0.008600383996963501,0.19591836333274842,0.5,0.3949382245540619,1.1238019704818725,2.3244897959183675,227.8
hungary,switzerland,0,4,99,24,99,0.023024914786219597,0.9639009833335876,0.5353535413742065,0.5252525210380554,0.5856158137321472,0.5791751742362976,0.007307689171284437,0.20606060922145844,0.5252525210380554,0.38535144329071047,1.0927660465240479,2.3383838383838382,231.5
hungary,switzerland,0,5,99,24,99,0.02299540489912033,1.0113083124160767,0.5757575631141663,0.5757575631141663,0.5799506306648254,0.5732225179672241,0.00685208011418581,0.228282830119133,0.5454545617103577,0.3750710666179657,1.1481969594955443,2.461616161616162,243.7
hungary,va_long_beach,0,1,160,40,160,0.02416544035077095,1.3110615015029907,0.5562500357627869,0.550000011920929,0.5504624247550964,0.5423652529716492,0.007601006422191858,0.30250000953674316,0.5025000095367431,0.3350105881690979,1.0294222474098205,2.3962499999999998,383.4
hungary,va_long_beach,0,2,160,40,160,0.023430153727531433,1.2400238513946533,0.574999988079071,0.574999988079071,0.5572494864463806,0.5496034026145935,0.007494013756513596,0.2875,0.5250000357627869,0.3436059057712555,1.0658950686454773,2.41875,387.0
hungary,va_long_beach,0,3,160,40,160,0.023764772340655327,1.223225474357605,0.5687500238418579,0.550000011920929,0.5588655471801758,0.5514352917671204,0.007996408268809319,0.30375000834465027,0.518750011920929,0.346613472700119,0.9690384924411773,2.1818750000000002,349.1
hungary,va_long_beach,0,4,160,40,160,0.023979267105460167,1.2924249172210693,0.5687500238418579,0.5562500357627869,0.5522522330284119,0.5447834134101868,0.007695610169321299,0.2887500047683716,0.5149999976158142,0.34263764023780824,1.0508745789527894,2.425625,388.1
hungary,va_long_beach,0,5,160,40,160,0.023308711126446724,1.3170796632766724,0.53125,0.518750011920929,0.5509922504425049,0.5430240631103516,0.008167133666574955,0.3062500059604645,0.48750001192092896,0.33616991639137267,1.0413343787193299,2.42375,387.8
hungary,cleveland,1,1,242,61,242,0.01971888728439808,1.483884572982788,0.3264462649822235,0.3264462649822235,0.4902874529361725,0.4795405864715576,0.007141161244362593,0.33636361360549927,0.40082642436027527,0.29473244547843935,0.5993608713150025,1.5404958677685952,372.8
hungary,cleveland,1,2,242,61,242,0.019603993743658066,1.4421707391738892,0.3140495717525482,0.3140495717525482,0.49260562658309937,0.48195984959602356,0.007066612131893635,0.33884296417236326,0.40909090638160706,0.3038066983222961,0.6187893688678742,1.5760330578512396,381.4
hungary,cleveland,1,3,242,61,242,0.01954963244497776,1.4900950193405151,0.3429751992225647,0.3429751992225647,0.4923531711101532,0.4809860587120056,0.007571640890091658,0.33057850003242495,0.40082642436027527,0.2891267776489258,0.6481683373451232,1.6475206611570248,398.7
hungary,cleveland,1,4,243,60,243,0.01795906573534012,1.4834131002426147,0.3086419701576233,0.3086419701576233,0.4883453845977783,0.47657573223114014,0.007827871479094028,0.33580244779586793,0.38683125376701355,0.2899804413318634,0.6135866224765778,1.5604938271604938,379.2
hungary,cleveland,1,5,243,60,243,0.019492216408252716,1.4366384744644165,0.34156376123428345,0.34156376123428345,0.4979686141014099,0.4864860475063324,0.007769996300339699,0.32510286569595337,0.41152262687683105,0.29919934272766113,0.610438483953476,1.5798353909465022,383.9
hungary,switzerland,1,1,98,25,98,0.020932018756866455,0.7587447762489319,0.5612244606018066,0.5510203838348389,0.5986546277999878,0.5914397835731506,0.007620410993695259,0.19387754797935486,0.5408163070678711,0.3983946263790131,1.1723180770874024,2.3744897959183673,232.7
hungary,switzerland,1,2,98,25,98,0.021109215915203094,0.6931164860725403,0.5510203838348389,0.5510203838348389,0.6069316864013672,0.6003768444061279,0.007009226828813553,0.21632653176784516,0.5612244606018066,0.4178777873516083,1.1230156898498536,2.2397959183673466,219.5
hungary,switzerland,1,3,98,25,98,0.02119159698486328,0.6472938060760498,0.5102040767669678,0.5,0.6112167239189148,0.6043164730072021,0.007970360107719898,0.19999999403953553,0.5204081535339355,0.41798490285873413,1.1466051459312439,2.2173469387755103,217.3
hungary,switzerland,1,4,99,24,99,0.020012665539979935,0.7316316366195679,0.5151515007019043,0.5050504803657532,0.6021116971969604,0.5950368642807007,0.007830657064914703,0.19191919267177582,0.5191919088363648,0.4033976435661316,1.0455573081970215,2.1303030303030304,210.9
hungary,switzerland,1,5,99,24,99,0.02181520126760006,0.7215628623962402,0.5454545617103577,0.5454545617103577,0.6035070419311523,0.5967000126838684,0.007223579101264477,0.19797979593276976,0.5555555820465088,0.40896121859550477,1.12509183883667,2.2888888888888888,226.6
hungary,va_long_beach,1,1,160,40,160,0.018933670595288277,0.9649856686592102,0.543749988079071,0.543749988079071,0.5737283229827881,0.5656418800354004,0.0076276930049061775,0.21875000596046448,0.518750011920929,0.35611529350280763,1.219361126422882,2.570625,411.3
hungary,va_long_beach,1,2,160,40,160,0.019463542848825455,0.9126512408256531,0.550000011920929,0.550000011920929,0.5801153779029846,0.5723142027854919,0.007636670023202896,0.20500000119209288,0.518750011920929,0.36139196157455444,1.171715533733368,2.4524999999999997,392.4
hungary,va_long_beach,1,3,160,40,160,0.02060321718454361,0.9379400610923767,0.5562500357627869,0.5562500357627869,0.5775894522666931,0.5697376728057861,0.007668463978916407,0.19750000536441803,0.518750011920929,0.36279296278953554,1.1362143278121948,2.3912500000000003,382.6
hungary,va_long_beach,1,4,160,40,160,0.019472187384963036,0.9524644613265991,0.5562500357627869,0.5562500357627869,0.5759081840515137,0.5681188702583313,0.007548558991402388,0.2112500011920929,0.512499988079071,0.3616303980350494,1.216611659526825,2.545625,407.3
hungary,va_long_beach,1,5,160,40,160,0.019617540761828423,0.9920427203178406,0.518750011920929,0.518750011920929,0.5710926055908203,0.5624682307243347,0.008118586614727974,0.20500000417232514,0.48750001192092896,0.3499420523643494,1.1735060930252075,2.495625,399.3
hungary,cleveland,2,1,242,61,242,0.05467582121491432,1.4386496543884277,0.3099173307418823,0.3140495717525482,0.5075907707214355,0.4982673227787018,0.006688266526907682,0.3801652789115906,0.3801652789115906,0.3149093449115753,0.5419865787029267,1.4041322314049587,339.8
hungary,cleveland,2,2,242,61,242,0.05474742874503136,1.3993463516235352,0.3016528785228729,0.3016528785228729,0.5106713771820068,0.5017021894454956,0.006488909013569355,0.3719007968902588,0.3966941833496094,0.329302179813385,0.5427696704864502,1.4235537190082643,344.5
hungary,cleveland,2,3,242,61,242,0.05756387859582901,1.4477444887161255,0.3305785059928894,0.3388429582118988,0.5100200772285461,0.5010752081871033,0.006503282114863396,0.37190080881118776,0.40082642436027527,0.3180974841117859,0.549816232919693,1.430578512396694,346.2
hungary,cleveland,2,4,243,60,243,0.054734114557504654,1.441508412361145,0.29629629850387573,0.29629629850387573,0.507335364818573,0.4974587559700012,0.007049800828099251,0.36625513434410095,0.374485582113266,0.3156547546386719,0.5595153033733368,1.4481481481481482,351.9
hungary,cleveland,2,5,243,60,243,0.057381413877010345,1.390510082244873,0.3292180895805359,0.3292180895805359,0.516574501991272,0.5074793696403503,0.006798229180276394,0.3572016417980194,0.3991769552230835,0.3233919978141785,0.5237738490104675,1.3292181069958848,323.0
hungary,switzerland,2,1,98,25,98,0.07348436862230301,0.9563697576522827,0.5306122303009033,0.5306122303009033,0.5843722224235535,0.5759565830230713,0.008344598114490509,0.23469386994838715,0.5306122303009033,0.39463611245155333,1.004163008928299,2.211224489795918,216.7
hungary,switzerland,2,2,98,25,98,0.07333046197891235,0.9145268797874451,0.5204081535339355,0.5204081535339355,0.5894736051559448,0.5814713835716248,0.007935785688459873,0.22448979318141937,0.5408163070678711,0.40367417335510253,0.9514709711074829,2.095918367346939,205.4
hungary,switzerland,2,3,98,25,98,0.07220615446567535,0.9065187573432922,0.47959181666374207,0.47959181666374207,0.589083731174469,0.58074951171875,0.00848598126322031,0.2551020383834839,0.5102040767669678,0.4055342197418213,1.0235933184623718,2.137755102040816,209.5
hungary,switzerland,2,4,99,24,99,0.07537344843149185,0.9479655623435974,0.5050504803657532,0.5050504803657532,0.5857936143875122,0.5776548981666565,0.008119586855173111,0.2222222238779068,0.5252525210380554,0.39929652214050293,0.9875170826911926,2.1707070707070706,214.9
hungary,switzerland,2,5,99,24,99,0.07682297378778458,0.9932752847671509,0.5252525210380554,0.5252525210380554,0.5809821486473083,0.5728195905685425,0.007748279720544815,0.22626262605190278,0.5353535413742065,0.390927255153656,0.94279745221138,2.1050505050505053,208.4
hungary,va_long_beach,2,1,160,40,160,0.06947415322065353,1.2335067987442017,0.5062500238418579,0.5062500238418579,0.5556666851043701,0.5465639233589172,0.008162344805896282,0.21250000596046448,0.5,0.3332253575325012,0.9094893217086792,2.059375,329.5
hungary,va_long_beach,2,2,160,40,160,0.07065721601247787,1.14272940158844,0.5375000238418579,0.518750011920929,0.5646732449531555,0.5562126040458679,0.008200319483876228,0.19375000894069672,0.5100000023841857,0.34644944667816163,1.0066436171531676,2.1931249999999998,350.9
hungary,va_long_beach,2,3,160,40,160,0.07282023876905441,1.1964834928512573,0.5375000238418579,0.518750011920929,0.5597991347312927,0.551059901714325,0.00820112507790327,0.1875,0.5062500238418579,0.34635152816772463,0.8818986654281616,2.0018749999999996,320.3
hungary,va_long_beach,2,4,160,40,160,0.07277839630842209,1.2311131954193115,0.53125,0.512499988079071,0.5562543272972107,0.5473852753639221,0.00810291524976492,0.1875,0.5062500238418579,0.33960427045822145,0.937849760055542,2.13375,341.4
hungary,va_long_beach,2,5,160,40,160,0.06606193631887436,1.2510672807693481,0.48750001192092896,0.46875,0.5537599921226501,0.5446295142173767,0.008317636325955391,0.21875,0.4699999988079071,0.33183634877204893,0.893545138835907,2.015625,322.5
hungary,cleveland,3,1,242,61,242,0.027230937033891678,1.5043364763259888,0.3677685856819153,0.3719007968902588,0.518440306186676,0.5092804431915283,0.007096834480762482,0.20413222312927246,0.3801652789115906,0.30441861748695376,0.5284867525100708,1.430578512396694,346.2
hungary,cleveland,3,2,242,61,242,0.027974938973784447,1.4708399772644043,0.3595041036605835,0.3677685856819153,0.5207712054252625,0.5118287205696106,0.006961234845221043,0.22066115140914916,0.3884297311306,0.3114137232303619,0.5564870119094849,1.454132231404959,351.9
hungary,cleveland,3,3,242,61,242,0.02681666985154152,1.5297424793243408,0.3842974901199341,0.3884297311306,0.5172924995422363,0.5080980658531189,0.007022474892437458,0.22314048707485198,0.39256197214126587,0.3020656704902649,0.5374270081520081,1.4367768595041324,347.7
hungary,cleveland,3,4,243,60,243,0.027495110407471657,1.5267760753631592,0.34567901492118835,0.3497942388057709,0.5152186155319214,0.5056288838386536,0.007117874454706907,0.2230452597141266,0.37037035822868347,0.3007113993167877,0.5342426598072052,1.4370370370370371,349.2
hungary,cleveland,3,5,243,60,243,0.027216263115406036,1.4819116592407227,0.374485582113266,0.38271602988243103,0.52141273021698,0.5121600031852722,0.007060525473207235,0.2164608955383301,0.38683125376701355,0.30658485889434817,0.5575805723667144,1.4378600823045269,349.4
hungary,switzerland,3,1,98,25,98,0.028449079021811485,1.1003659963607788,0.5510203838348389,0.5612244606018066,0.5613164305686951,0.5532313585281372,0.006897743791341782,0.2632652997970581,0.5306122303009033,0.3475846529006958,0.9353942930698395,2.1316326530612244,208.9
hungary,switzerland,3,2,98,25,98,0.03054138273000717,1.0040422677993774,0.5612244606018066,0.5714285373687744,0.5727906227111816,0.564914882183075,0.0076311188749969006,0.259183669090271,0.5306122303009033,0.3687590420246124,0.9280359745025635,2.0540816326530615,201.3
hungary,switzerland,3,3,98,25,98,0.027384772896766663,0.9717782735824585,0.5204081535339355,0.5204081535339355,0.5781623125076294,0.570695698261261,0.007712565828114748,0.24693877398967742,0.5204081535339355,0.36315472722053527,0.8814393579959869,2.0040816326530613,196.4
hungary,switzerland,3,4,99,24,99,0.03025863692164421,1.079643964767456,0.5353535413742065,0.5454545617103577,0.5654898285865784,0.5577715635299683,0.00679580494761467,0.24848484992980957,0.5151515007019043,0.35465306639671323,0.8561633408069611,1.9242424242424245,190.5
hungary,switzerland,3,5,99,24,99,0.029566623270511627,1.0989447832107544,0.5555555820465088,0.5656565427780151,0.561862051486969,0.5536701083183289,0.007144845090806484,0.2222222238779068,0.5252525210380554,0.35151622295379636,0.8592991411685944,2.0060606060606063,198.6
hungary,va_long_beach,3,1,160,40,160,0.023058176040649414,1.4350780248641968,0.53125,0.53125,0.5278446078300476,0.5178901553153992,0.007632099092006683,0.29250000715255736,0.5,0.3080690801143646,0.8142874538898468,1.95375,312.6
hungary,va_long_beach,3,2,160,40,160,0.023332135751843452,1.3667305707931519,0.5687500238418579,0.5687500238418579,0.5334078073501587,0.5235952734947205,0.007631626911461353,0.2612500131130219,0.518750011920929,0.3139303088188171,0.7644987046718598,1.8206250000000002,291.3
hungary,va_long_beach,3,3,160,40,160,0.02240676060318947,1.3916453123092651,0.5625,0.5625,0.5314255952835083,0.5216600298881531,0.007486808579415083,0.2475000023841858,0.5062500238418579,0.31877684593200684,0.7760586559772491,1.891875,302.7
hungary,va_long_beach,3,4,160,40,160,0.022236408665776253,1.4504673480987549,0.5562500357627869,0.550000011920929,0.5249480605125427,0.5154599547386169,0.007004917599260807,0.30125001072883606,0.5,0.31311541199684145,0.7666575253009796,1.8925,302.8
